#pl_name,hostname,label,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,my_label
KOI-1831 d,Kepler-324,,1,1,4,Transit,1,Published Confirmed,0,34.169,,,0,,,,,1.13,0.05,-0.05,0.0,0.101,0.004,-0.004,0.0,2.23,0.5,-0.84,0,0.00702,0.00157,-0.00264,0,Mass,,,,,,,,,475.0,9.0,-9.0,0.0,0,,5233.0,60.0,-60.0,0.0,0.83,0.02,-0.02,0.0,0.9,0.02,-0.03,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.574,3.681,-3.629,
OGLE2-TR-L9 b,OGLE2-TR-L9,,0,1,1,Transit,1,Published Confirmed,0,2.485533,7e-06,-7e-06,0,0.0404,0.0011,-0.0011,0.0,18.091,0.93,-0.93,0.0,1.614,0.083,-0.083,0.0,1379.3822,467.2101,-467.2101,0,4.34,1.47,-1.47,0,Mass,,,,,,,,,2039.0,51.0,-51.0,0.0,0,,6933.0,58.0,-58.0,0.0,1.5,0.08,-0.08,0.0,1.42,0.11,-0.11,0.0,-0.05,0.2,-0.2,0.0,[Fe/H],4.24,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h07m55.17s,166.9798793,-61d08m46.50s,-61.1462496,1627.63,80.28,-73.2,
WASP-49 b,WASP-49,,0,2,1,Transit,1,Published Confirmed,0,2.7817362,1.4e-06,-1.4e-06,0,0.03873,0.0013,-0.0013,0.0,13.428,0.527,-0.527,0.0,1.198,0.047,-0.047,0.0,126.81417,9.5349,-9.5349,0,0.399,0.03,-0.03,0,Mass,0.0,,,0.0,,,,,1400.0,80.0,-80.0,0.0,0,G6 V,5600.0,150.0,-150.0,0.0,1.04,0.04,-0.04,0.0,1.0,0.1,-0.1,0.0,,,,,,4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.553,1.203,-1.189,
HATS-77 b,HATS-77,,1,1,1,Transit,1,Published Confirmed,0,3.0876262,1.6e-06,-1.6e-06,0,0.03607,0.00025,-0.00025,0.0,13.058,0.235,-0.235,0.0,1.165,0.021,-0.021,0.0,436.69623,31.78284,-23.5193,0,1.374,0.1,-0.074,0,Mass,0.045,,,1.0,78.37,2.17,-2.17,0.0,828.0,6.0,-6.0,0.0,0,,4071.0,13.0,-13.0,0.0,0.64,0.01,-0.01,0.0,0.66,0.01,-0.01,0.0,0.253,0.039,-0.039,0.0,[Fe/H],4.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h59m17.68s,149.8236672,-27d23m34.14s,-27.3928174,436.176,10.91,-10.4,
K2-290 c,K2-290,,1,3,2,Transit,1,Published Confirmed,0,48.36685,0.00041,-0.0004,0,0.305,0.017,-0.017,0.0,11.276,0.56,-0.56,0.0,1.006,0.05,-0.05,0.0,246.00042,14.93801,-14.93801,0,0.774,0.047,-0.047,0,Mass,0.0,,,0.0,,,,,676.0,16.0,-16.0,0.0,0,,6302.0,120.0,-120.0,0.0,1.51,0.07,-0.07,0.0,1.19,0.07,-0.08,0.0,-0.06,0.1,-0.1,0.0,[Fe/H],4.23,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h39m25.89s,234.8578846,-20d11m56.03s,-20.1988975,272.909,3.824,-3.721,
HAT-P-59 b,HAT-P-59,,1,1,1,Transit,1,Published Confirmed,0,4.1419771,1.2e-06,-1.2e-06,0,0.05064,0.00037,-0.00037,0.0,12.588,0.146,-0.146,0.0,1.123,0.013,-0.013,0.0,489.45575,21.2945,-21.2945,0,1.54,0.067,-0.067,0,Mass,0.03,,,1.0,441.4,8.9,-8.9,0.0,1278.0,6.0,-6.0,0.0,0,,5678.0,16.0,-16.0,0.0,1.1,0.01,-0.01,0.0,1.01,0.02,-0.02,0.0,0.217,0.049,-0.049,0.0,[Fe/H],4.36,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m50.12s,292.4588212,+62d31m45.08s,62.5291892,265.471,1.374,-1.36,
WASP-46 b,WASP-46,,0,1,1,Transit,1,Published Confirmed,0,1.43037,2.3e-06,-2.3e-06,0,0.02334,0.00061,-0.00065,0.0,13.159,0.37,-0.37,0.0,1.174,0.033,-0.033,0.0,603.877,34.9613,-34.9613,0,1.9,0.11,-0.11,0,Mass,0.022,,,1.0,,,,,,,,,0,,5600.0,150.0,-150.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.07,-0.07,0.0,-0.37,0.13,-0.13,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h14m56.88s,318.7370122,-55d52m18.71s,-55.8718634,375.31,4.462,-4.36,
GJ 3929 b,GJ 3929,,1,1,2,Transit,1,Published Confirmed,0,2.616235,5e-06,-5e-06,0,0.0252,0.0005,-0.0005,0.0,1.09,0.04,-0.04,0.0,0.097,0.004,-0.004,0.0,1.75,0.44,-0.45,0,0.00551,0.00138,-0.00142,0,Mass,0.0,,,0.0,17.3,0.7,-0.7,0.0,568.0,6.0,-6.0,0.0,0,,3384.0,88.0,-88.0,0.0,0.32,0.01,-0.01,0.0,0.31,0.03,-0.02,0.0,-0.02,0.12,-0.12,0.0,[Fe/H],4.89,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095,0.0096,-0.0095,
TIC 172900988 b,TIC 172900988 Aa,,0,2,1,Transit,1,Published Confirmed,0,204.046,0.057,-0.057,0,0.91359,0.00023,-0.00023,0.0,11.27,0.4,-0.4,0.0,1.005,0.036,-0.036,0.0,981.3,5.7,-5.7,0,3.08752,0.01793,-0.01793,0,Mass,0.0269,0.0021,-0.0021,0.0,,,,,,,,,0,F9,6050.0,100.0,-100.0,0.0,1.38,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.34,0.1,-0.1,0.0,[Fe/H],4.25,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m38.80s,128.6616644,+31d33m14.33s,31.5539793,250.956,3.254,-3.172,
TOI-150.01,TOI-150,,0,1,1,Transit,1,Published Confirmed,0,5.857342,6.5e-05,-6.6e-05,0,0.0583,0.0013,-0.0018,0.0,15.468,0.448,-0.448,0.0,1.38,0.04,-0.04,0.0,556.2025,44.4962,-54.0311,0,1.75,0.14,-0.17,0,Mass,0.0,,,0.0,,,,,1493.0,29.0,-32.0,0.0,0,,6003.0,104.0,-98.0,0.0,1.55,0.02,-0.03,0.0,1.25,0.07,-0.12,0.0,0.235,0.083,-0.084,0.0,[Fe/H],4.15,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m51.70s,112.965421,-73d36m21.73s,-73.6060358,336.267,1.927,-1.905,
TrES-2 b,TrES-2,,0,2,1,Transit,1,Published Confirmed,0,2.47061437,9e-08,-9e-08,0,,,,,13.776,0.729,-0.729,0.0,1.229,0.065,-0.065,0.0,398.24099,16.84499,-16.84499,0,1.253,0.053,-0.053,0,Mass,0.0,,,0.0,,,,,1466.0,9.0,-9.0,0.0,0,,5795.0,73.0,-73.0,0.0,1.0,0.03,-0.03,0.0,1.05,0.06,-0.06,0.0,0.06,0.08,-0.08,0.0,[Fe/H],4.46,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.32,1.05,-1.039,
Kepler-33 f,Kepler-33,,0,1,5,Transit,1,Published Confirmed,0,41.028,,,0,,,,,4.0,0.8,-0.9,0.0,0.357,0.071,-0.08,0.0,9.6,1.7,-1.8,0,0.0302,0.00535,-0.00566,0,Mass,,,,,,,,,,,,,1,,,,,,,,,,1.1,0.1,-0.1,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.16,22.195,-22.195,
K2-33 b,K2-33,,0,1,1,Transit,1,Published Confirmed,0,5.42513,0.00028,-0.00029,0,0.0409,0.0021,-0.0023,0.0,5.76,0.62,-0.58,0.0,0.514,0.055,-0.052,0.0,1144.188,,,1,3.6,,,1,Mass,0.0,,,0.0,,,,,850.0,50.0,-50.0,0.0,0,M3,3410.0,75.0,-75.0,0.0,1.1,0.1,-0.1,0.0,0.31,0.05,-0.05,0.0,,,,,,3.84,0.16,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.268,1.532,-1.499,
CoRoT-26 b,CoRoT-26,,0,1,1,Transit,1,Published Confirmed,0,4.20474,5e-05,-5e-05,0,0.0525,0.00094,-0.00098,0.0,14.123,1.457,-0.785,0.0,1.26,0.13,-0.07,0.0,184.3414,63.566,-34.9613,0,0.58,0.2,-0.11,0,Mass,0.41,,,1.0,,,,,,,,,0,,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,,,
OGLE-TR-113 b,OGLE-TR-113,,1,1,1,Transit,1,Published Confirmed,0,1.4324752,,,0,0.02289,0.00016,-0.00015,0.0,12.251,0.314,-0.213,0.0,1.093,0.028,-0.019,0.0,400.449,50.851,-50.851,0,1.26,0.16,-0.16,0,Mass,,,,,,,,,,,,,0,,4790.0,75.0,,0.0,0.77,0.02,,0.0,0.78,0.02,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h52m24.25s,163.1010355,-61d26m48.69s,-61.4468591,566.459,11.489,-11.05,
K2-229 b,K2-229,,0,1,2,Transit,1,Published Confirmed,0,0.584,,,0,,,,,1.197,0.045,-0.048,0.0,0.107,0.004,-0.004,0.0,2.49,0.42,-0.43,0,0.00783,0.00132,-0.00135,0,Mass,,,,,,,,,,,,,0,,5185.0,32.0,-32.0,0.0,0.78,0.01,-0.01,0.0,0.8,0.04,-0.05,0.0,-0.06,0.02,-0.02,0.0,[Fe/H],4.56,0.03,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m29.50s,186.8729195,-06d43m18.65s,-6.7218474,102.564,1.093,-1.07,
CoRoT-16 b,CoRoT-16,,0,1,1,Transit,1,Published Confirmed,0,5.35227,0.0002,-0.0002,0,0.0618,0.0015,-0.0015,0.0,13.115,1.569,-1.793,0.0,1.17,0.14,-0.16,0.0,168.13207,31.14734,-30.51168,0,0.529,0.098,-0.096,0,Mass,0.37,0.11,-0.12,0.0,,,,,,,,,0,,5650.0,100.0,-100.0,0.0,1.19,0.14,-0.13,0.0,1.1,0.08,-0.08,0.0,0.19,0.06,-0.06,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.409,35.344,-32.282,
K2-38 b,K2-38,,0,1,2,Transit,1,Published Confirmed,0,4.01593,0.0005,-0.0005,0,0.0506,0.0008,-0.0008,0.0,1.55,0.16,-0.16,0.0,0.138,0.014,-0.014,0.0,12.0,2.9,-2.9,0,0.03776,0.00912,-0.00912,0,Mass,,,,,465.9,80.1,-80.1,0.0,1184.0,51.0,-51.0,0.0,0,G2 V,5757.0,60.0,-60.0,0.0,1.1,0.09,-0.09,0.0,1.07,0.05,-0.05,0.0,0.28,0.04,-0.04,0.0,[Fe/H],4.35,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.69,2.669,-2.597,
CoRoT-7 b,CoRoT-7,,1,1,3,Transit,1,Published Confirmed,0,0.85359163,1e-08,-1e-08,0,,,,,1.681,0.112,-0.112,0.0,0.15,0.01,-0.01,0.0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0,Mass,0.0,,,0.0,,,,,,,,,0,,5275.0,75.0,-75.0,0.0,0.83,0.04,-0.04,0.0,0.82,0.17,-0.17,0.0,0.05,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,0.917,-0.906,
Kepler-8 b,Kepler-8,,0,1,1,Transit,1,Published Confirmed,0,3.52249905,8.3e-07,-8.3e-07,0,0.04835,0.00083,-0.00089,0.0,15.906,0.628,-0.65,0.0,1.419,0.056,-0.058,0.0,177.9848,44.4962,-41.3179,0,0.56,0.14,-0.13,0,Mass,0.18,,,1.0,,,,,,,,,0,,6210.0,150.0,-150.0,0.0,1.49,0.05,-0.06,0.0,1.21,0.07,-0.06,0.0,-0.055,0.03,-0.03,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m09.15s,281.2881335,+42d27m03.95s,42.4510975,1021.87,14.575,-14.575,
WASP-90 b,WASP-90,,1,1,1,Transit,1,Published Confirmed,0,3.916243,3e-06,-3e-06,0,0.0562,0.0012,-0.0012,0.0,18.271,1.009,-1.009,0.0,1.63,0.09,-0.09,0.0,200.2329,22.2481,-22.2481,0,0.63,0.07,-0.07,0,Mass,0.0,,,0.0,,,,,1840.0,50.0,-50.0,0.0,0,F6,6430.0,130.0,-130.0,0.0,1.98,0.09,-0.09,0.0,1.55,0.1,-0.1,0.0,0.11,0.14,-0.14,0.0,[Fe/H],4.03,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h02m07.67s,315.5319489,+07d03m22.61s,7.0562793,466.433,19.928,-18.384,
Kepler-45 b,Kepler-45,,0,1,1,Transit,1,Published Confirmed,0,2.4552339,4.8e-06,-4.8e-06,0,0.02987,0.00099,-0.001,0.0,10.761,1.233,-1.233,0.0,0.96,0.11,-0.11,0.0,153.82972,23.20159,-22.56593,0,0.484,0.073,-0.071,0,Mass,0.23,,,1.0,,,,,,,,,0,,3820.0,90.0,-90.0,0.0,0.55,0.11,-0.11,0.0,0.59,0.06,-0.06,0.0,0.28,0.14,-0.14,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.949,6.3825,-6.3825,
Kepler-428 b,Kepler-428,,0,1,1,Transit,1,Published Confirmed,0,3.52563254,1.5e-07,-1.5e-07,0,0.04331,0.0008,-0.00083,0.0,12.106,0.336,-0.336,0.0,1.08,0.03,-0.03,0.0,406.8224,41.3179,-41.3179,0,1.28,0.13,-0.13,0,Mass,0.11,,,1.0,,,,,,,,,0,,5150.0,100.0,-100.0,0.0,0.8,0.02,-0.02,0.0,0.87,0.05,-0.05,0.0,0.09,0.17,-0.17,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m19.62s,290.5817432,+40d34m38.32s,40.5773106,686.284,15.431,-15.431,
TrES-1 b,TrES-1,,0,2,1,Transit,1,Published Confirmed,0,3.030065,,,0,0.03925,0.00056,-0.0006,0.0,11.96,0.247,-0.235,0.0,1.067,0.022,-0.021,0.0,238.998,14.937,-14.62,0,0.752,0.047,-0.046,0,Mass,,,,,,,,,1140.0,13.0,-12.0,0.0,0,,5230.0,50.0,-50.0,0.0,0.81,0.02,-0.02,0.0,0.88,0.04,-0.04,0.0,0.02,0.05,-0.05,0.0,[Fe/H],4.57,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.632536,159.658,0.736,-0.73,
HAT-P-49 b,HAT-P-49,,1,1,1,Transit,1,Published Confirmed,0,2.69155,6e-06,-6e-06,0,,,,,17.822,2.018,-2.018,0.0,1.59,0.18,-0.18,0.0,699.226,187.5197,-187.5197,0,2.2,0.59,-0.59,0,Mass,0.0,,,0.0,,,,,,,,,0,,6820.0,52.0,-52.0,0.0,2.06,0.23,-0.23,0.0,2.22,0.83,-0.83,0.0,0.07,,,0.0,[Fe/H],4.1,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m45.92s,305.4413294,+26d41m33.63s,26.6926759,350.351,3.552,-3.482,
Qatar-8 b,Qatar-8,,1,1,1,Transit,1,Published Confirmed,0,3.71495,0.001,-0.001,0,0.0474,0.0008,-0.0008,0.0,14.404,0.247,-0.247,0.0,1.285,0.022,-0.022,0.0,117.91493,19.70546,-19.70546,0,0.371,0.062,-0.062,0,Mass,0.0,,,0.0,,,,,1457.0,14.0,-14.0,0.0,0,G0 V,5738.0,51.0,-51.0,0.0,1.31,0.02,-0.02,0.0,1.03,0.05,-0.05,0.0,0.025,0.071,-0.071,0.0,[Fe/H],4.21,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h29m38.96s,157.4123405,+70d31m37.50s,70.5270835,281.498,2.588,-2.543,
Kepler-176 d,Kepler-176,,0,1,4,Transit,1,Published Confirmed,0,25.752,,,0,,,,,2.47,0.9,-0.25,0.0,0.22,0.08,-0.022,0.0,15.2,10.4,-5.8,0,0.048,0.033,-0.018,0,Mass,,,,,,,,,,,,,1,,,,,,0.88,,,0.0,0.83,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.321,6.058,-5.925,
NGTS-21 b,NGTS-21,,1,1,1,Transit,1,Published Confirmed,0,1.5433897,1.6e-06,-1.6e-06,0,0.0236,0.0005,-0.0005,0.0,14.908,0.336,-0.336,0.0,1.33,0.03,-0.03,0.0,750.07504,66.74397,-66.74397,0,2.36,0.21,-0.21,0,Mass,0.0,,,0.0,,,,,1357.0,15.0,-15.0,0.0,0,K3 V,4660.0,41.0,-41.0,0.0,0.86,0.04,-0.04,0.0,0.72,0.04,-0.04,0.0,-0.26,0.07,-0.07,0.0,[Fe/H],4.63,0.34,-0.34,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m01.99s,311.2583112,-35d25m40.23s,-35.4278412,592.891,15.995,-15.19,
TOI-1260 b,TOI-1260,,1,1,3,Transit,1,Published Confirmed,0,3.127463,5e-06,-5e-06,0,0.0367,0.0011,-0.0011,0.0,2.41,0.05,-0.05,0.0,0.215,0.004,-0.004,0.0,8.56,1.54,-1.54,0,0.02693,0.00485,-0.00485,0,Mass,0.0,,,0.0,95.58,0.07,-0.07,0.0,871.0,24.0,-24.0,0.0,0,,4227.0,85.0,-85.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.1,-0.06,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.57,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,
HAT-P-23 b,HAT-P-23,,1,1,1,Transit,1,Published Confirmed,0,1.21288,2e-06,-2e-06,0,,,,,12.218,2.578,-2.578,0.0,1.09,0.23,-0.23,0.0,425.8922,187.5197,-187.5197,0,1.34,0.59,-0.59,0,Mass,0.11,0.04,-0.04,0.0,,,,,,,,,0,,5905.0,80.0,-80.0,0.0,0.96,0.2,-0.2,0.0,0.58,0.38,-0.38,0.0,0.15,,,0.0,[Fe/H],4.33,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h24m29.74s,306.1239076,+16d45m43.73s,16.7621462,364.813,4.772,-4.653,
HATS-16 b,HATS-16,,1,1,1,Transit,1,Published Confirmed,0,2.686502,1.1e-05,-1.1e-05,0,0.03744,0.00045,-0.00045,0.0,14.572,1.681,-1.681,0.0,1.3,0.15,-0.15,0.0,1039.3041,60.3877,-60.3877,0,3.27,0.19,-0.19,0,Mass,0.0,,,1.0,,,,,1592.0,61.0,-82.0,0.0,0,G3 V,5738.0,79.0,-79.0,0.0,1.24,0.1,-0.13,0.0,0.97,0.04,-0.04,0.0,-0.1,0.05,-0.05,0.0,[Fe/H],4.24,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,757.044,13.735,-13.262,
TOI-2025 b,TOI-2025,,1,1,1,Transit,1,Published Confirmed,0,8.8720982,7.7e-06,-7.7e-06,0,0.0892,0.0018,-0.0023,0.0,11.893,0.37,-0.347,0.0,1.061,0.033,-0.031,0.0,1144.18227,104.88337,-104.88337,0,3.6,0.33,-0.33,0,Mass,0.394,0.035,-0.038,0.0,,,,,1166.0,18.0,-16.0,0.0,0,,5977.0,79.0,-78.0,0.0,1.46,0.04,-0.04,0.0,1.2,0.07,-0.09,0.0,0.15,0.11,-0.1,0.0,[Fe/H],4.19,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m10.86s,282.7952558,+82d14m43.49s,82.2454143,335.985,2.434,-2.4,
NGTS-5 b,NGTS-5,,1,1,1,Transit,1,Published Confirmed,0,3.3569866,2.6e-06,-2.6e-06,0,0.0382,0.0013,-0.0013,0.0,12.733,0.258,-0.258,0.0,1.136,0.023,-0.023,0.0,72.78307,11.75971,-11.75971,0,0.229,0.037,-0.037,0,Mass,0.0,,,0.0,,,,,952.0,24.0,-24.0,0.0,0,K2 V,4987.0,41.0,-41.0,0.0,0.74,0.01,-0.01,0.0,0.66,0.07,-0.06,0.0,0.12,0.1,-0.1,0.0,[Fe/H],4.52,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h44m13.98s,221.0582692,+05d36m19.34s,5.6053735,306.779,2.601,-2.558,
Kepler-425 b,Kepler-425,,1,1,1,Transit,1,Published Confirmed,0,3.79701816,1.9e-07,-1.9e-07,0,0.0464,0.0008,-0.0008,0.0,10.962,0.247,-0.247,0.0,0.978,0.022,-0.022,0.0,79.45,25.43,-25.43,0,0.25,0.08,-0.08,0,Mass,0.33,,,1.0,,,,,1070.0,15.0,-15.0,0.0,0,K1 V,5170.0,70.0,-70.0,0.0,0.86,0.02,-0.02,0.0,0.93,0.05,-0.05,0.0,0.24,0.11,-0.11,0.0,[Fe/H],4.54,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m25.91s,290.3579781,+40d34m03.71s,40.5676965,646.647,10.7805,-10.7805,
HAT-P-11 b,HAT-P-11,,0,1,2,Transit,1,Published Confirmed,0,4.88781501,6.8e-07,-6.8e-07,0,0.05259,0.00062,-0.00062,0.0,4.45,0.101,-0.101,0.0,0.397,0.009,-0.009,0.0,26.69772,2.22481,-2.22481,0,0.084,0.007,-0.007,0,Mass,,,,,,,,,838.0,10.0,-10.0,0.0,0,,4780.0,50.0,-50.0,0.0,0.69,0.01,-0.01,0.0,0.81,0.03,-0.03,0.0,0.31,0.05,-0.05,0.0,[Fe/H],4.66,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647,0.0337,-0.0336,
