#pl_name,hostname,label,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,my_label
SWEEPS-4 b,SWEEPS-4,,1,1,1,Transit,1,Published Confirmed,0,4.2,,,0,0.055,,,0.0,9.079,1.121,-1.121,0.0,0.81,0.1,-0.1,0.0,1207.7,,,0,3.8,,,0,Mass,,,,,,,,,,,,,0,,,,,,1.18,,,0.0,1.24,,,0.0,,,,,,,,,,<a refstr=SAHU_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.443..534S/abstract target=ref>Sahu et al. 2006</a>,17h58m53.92s,269.7246667,-29d11m20.6s,-29.1890556,,,,
HAT-P-15 b,HAT-P-15,,0,1,1,Transit,1,Published Confirmed,0,10.863502,3.7e-05,-3.7e-05,0,0.0965,0.0013,-0.0014,0.0,12.016,0.482,-0.482,0.0,1.072,0.043,-0.043,0.0,619.45067,25.4264,-24.79074,0,1.949,0.08,-0.078,0,Mass,0.2,0.026,-0.028,0.0,,,,,,,,,0,,5568.0,90.0,-90.0,0.0,1.08,0.04,-0.04,0.0,1.01,0.04,-0.04,0.0,0.22,0.08,-0.08,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h24m59.55s,66.248142,+39d27m38.17s,39.460602,192.516,2.053,-2.01,
WASP-48 b,WASP-48,,1,1,1,Transit,1,Published Confirmed,0,2.14363,3e-06,-3e-06,0,,,,,16.814,2.242,-2.242,0.0,1.5,0.2,-0.2,0.0,254.264,73.1009,-73.1009,0,0.8,0.23,-0.23,0,Mass,0.0,,,0.0,,,,,,,,,0,,5920.0,150.0,-150.0,0.0,1.58,0.21,-0.21,0.0,0.88,0.36,-0.36,0.0,-0.12,,,0.0,[Fe/H],4.03,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m38.97s,291.1623865,+55d28m22.90s,55.4730273,454.144,4.465,-4.381,
Kepler-26 c,Kepler-26,,0,1,4,Transit,1,Published Confirmed,0,17.256,,,0,,,,,2.51,0.21,-0.18,0.0,0.224,0.019,-0.016,0.0,6.12,0.72,-0.7,0,0.01926,0.00227,-0.0022,0,Mass,,,,,,,,,,,,,1,,,,,,0.54,0.03,-0.04,0.0,0.54,0.04,-0.03,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.307,3.0565,-3.0565,
Kepler-1708 b,Kepler-1708,,1,1,1,Transit,1,Published Confirmed,0,737.1131,0.00146,-0.0077,0,1.64,0.1,-0.1,0.0,9.96,0.6,-0.59,0.0,0.889,0.054,-0.053,0.0,1462.01067,,,1,4.6,,,1,Mass,0.4,,,1.0,0.56,0.07,-0.07,0.0,,,,,0,,6157.0,231.0,-202.0,0.0,1.12,0.06,-0.06,0.0,1.09,0.07,-0.07,0.0,0.0,0.2,-0.2,0.0,[Fe/H],4.37,0.04,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m17.79s,296.8241065,+43d37m29.35s,43.6248197,1666.69,102.43,-91.4,
Kepler-113 c,Kepler-113,,1,1,2,Transit,1,Published Confirmed,0,8.92507,,,0,,,,,2.18,0.06,-0.06,0.0,0.194,0.005,-0.005,0.0,8.7,,,1,0.02737,,,1,Mass,,,,,,,,,,,,,0,,4725.0,74.0,-74.0,0.0,0.69,0.02,-0.02,0.0,0.75,0.06,-0.06,0.0,0.05,0.07,-0.07,0.0,[Fe/H],4.64,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.351,1.117,-1.107,
LHS 1140 b,LHS 1140,,0,1,2,Transit,1,Published Confirmed,0,24.73712,0.00025,-0.00025,0,0.0875,0.0041,-0.0041,0.0,1.43,0.1,-0.1,0.0,0.128,0.009,-0.009,0.0,6.65,1.82,-1.82,0,0.02092,0.00573,-0.00573,0,Mass,0.29,,,1.0,0.46,,,0.0,230.0,20.0,-20.0,0.0,0,M4.5 V,3131.0,100.0,-100.0,0.0,0.19,0.01,-0.01,0.0,0.15,0.02,-0.02,0.0,-0.24,0.14,-0.14,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,14.9861,0.0153,-0.0152,
POTS-1 b,POTS-1,,1,1,1,Transit,1,Published Confirmed,0,3.1606296,1.57e-06,-1.57e-06,0,0.03734,0.0009,-0.0009,0.0,10.548,0.404,-0.527,0.0,0.941,0.036,-0.047,0.0,734.16,244.72,-244.72,0,2.31,0.77,-0.77,0,Mass,,,,,,,,,,,,,0,K5 V,4400.0,200.0,-200.0,0.0,0.59,0.02,-0.03,0.0,0.69,0.05,-0.05,0.0,-0.03,0.15,-0.15,0.0,[Fe/H],4.63,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m26.09s,203.6087259,-66d34m52.19s,-66.5811639,747.959,46.4025,-46.4025,
WASP-52 b,WASP-52,,0,1,1,Transit,1,Published Confirmed,0,1.7497835,1.1e-06,-1.1e-06,0,0.02713,0.00031,-0.00032,0.0,14.235,0.336,-0.336,0.0,1.27,0.03,-0.03,0.0,145.88397,6.99226,-6.67443,0,0.459,0.022,-0.021,0,Mass,0.092,,,1.0,,,,,,,,,0,,5000.0,100.0,-100.0,0.0,0.79,0.02,-0.02,0.0,0.87,0.03,-0.03,0.0,0.03,0.12,-0.12,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793,174.818,1.343,-1.323,
WASP-110 b,WASP-110,,1,1,1,Transit,1,Published Confirmed,0,3.77840121,8.2e-07,-8.2e-07,0,,,,,13.877,0.628,-0.628,0.0,1.238,0.056,-0.056,0.0,162.09249,20.34102,-20.34102,0,0.51,0.064,-0.064,0,Mass,0.0,,,0.0,,,,,,,,,0,G9,5400.0,140.0,-140.0,0.0,,,,,,,,,-0.06,0.1,-0.1,0.0,[Fe/H],4.1,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h23m29.38s,305.8724366,-44d03m31.32s,-44.0587001,274.96,3.097,-3.03,
K2-229 b,K2-229,,0,1,2,Transit,1,Published Confirmed,0,0.584249,1.4e-05,-1.4e-05,0,0.012888,0.00013,-0.00013,0.0,1.164,0.066,-0.048,0.0,0.104,0.006,-0.004,0.0,2.59,0.43,-0.43,0,0.00815,0.00135,-0.00135,0,Mass,0.0,,,0.0,,,,,1960.0,40.0,-40.0,0.0,0,,5185.0,32.0,-32.0,0.0,0.79,0.03,-0.02,0.0,0.84,0.02,-0.03,0.0,-0.06,0.02,-0.02,0.0,[Fe/H],4.56,0.03,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m29.50s,186.8729195,-06d43m18.65s,-6.7218474,102.564,1.093,-1.07,
WASP-10 b,WASP-10,,0,1,1,Transit,1,Published Confirmed,0,3.0927636,9.4e-06,-2.1e-05,0,0.0369,0.0012,-0.0014,0.0,14.348,0.863,-1.02,0.0,1.28,0.077,-0.091,0.0,940.7768,69.9226,-54.0311,0,2.96,0.22,-0.17,0,Mass,0.059,0.014,-0.004,0.0,,,,,,,,,0,,4675.0,100.0,-100.0,0.0,0.78,0.04,-0.04,0.0,0.7,0.07,-0.08,0.0,0.03,0.2,-0.2,0.0,[M/H],4.4,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m58.33s,348.9930457,+31d27m45.90s,31.4627508,140.998,0.75,-0.742,
TOI-1064 c,TOI-1064,,1,1,2,Transit,1,Published Confirmed,0,12.226574,4.6e-05,-4.3e-05,0,0.09429,0.00132,-0.00136,0.0,2.651,0.043,-0.042,0.0,0.237,0.004,-0.004,0.0,2.5,1.8,-2.0,0,0.00787,0.00566,-0.00629,0,Mass,0.088,0.081,-0.064,0.0,26.8,1.8,-1.7,0.0,634.0,10.0,-10.0,0.0,0,,4734.0,67.0,-67.0,0.0,0.73,0.01,-0.01,0.0,0.75,0.03,-0.03,0.0,0.05,0.08,-0.08,0.0,[Fe/H],4.6,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,
K2-111 b,K2-111,,0,1,2,Transit,1,Published Confirmed,0,5.35117,0.00055,-0.00055,0,0.0621,0.0092,-0.0085,0.0,1.9,0.2,-0.2,0.0,0.17,0.018,-0.018,0.0,8.6,3.9,-3.9,0,0.02706,0.01227,-0.01227,0,Mass,0.0,,,0.0,,,,,1309.0,71.0,-63.0,0.0,0,,5730.0,50.0,-50.0,0.0,1.23,0.1,-0.1,0.0,0.88,0.02,-0.02,0.0,-0.53,0.05,-0.05,0.0,[Fe/H],4.15,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m33.67s,59.8903081,+21d17m54.69s,21.2985263,200.394,2.763,-2.69,
WASP-7 b,WASP-7,,1,1,1,Transit,1,Published Confirmed,0,4.9546416,3.5e-06,-3.5e-06,0,0.0617,0.0011,-0.0011,0.0,14.908,1.042,-1.042,0.0,1.33,0.093,-0.093,0.0,305.1168,41.3179,-41.3179,0,0.96,0.13,-0.13,0,Mass,,,,,,,,,1487.0,48.0,-48.0,0.0,0,,6400.0,100.0,-100.0,0.0,1.43,0.09,-0.09,0.0,1.28,0.07,-0.07,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.23,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,1.296,-1.276,
OGLE-TR-132 b,OGLE-TR-132,,1,1,1,Transit,1,Published Confirmed,0,1.689868,,,0,0.03035,0.00057,-0.00053,0.0,13.45,1.68,-1.23,0.0,1.2,0.15,-0.11,0.0,375.02,44.49,-41.32,0,1.18,0.14,-0.13,0,Mass,,,,,,,,,2013.0,77.0,-108.0,0.0,0,,6210.0,75.0,-75.0,0.0,1.32,0.17,-0.12,0.0,1.3,0.07,-0.07,0.0,0.37,0.1,-0.1,0.0,[Fe/H],4.31,0.06,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h50m34.58s,162.6440933,-61d57m26.09s,-61.9572476,2012.62,231.82,-231.82,
WASP-26 b,WASP-26,,0,2,1,Transit,1,Published Confirmed,0,2.7566004,6.7e-06,-6.7e-06,0,0.03985,0.00033,-0.00033,0.0,14.359,0.841,-0.841,0.0,1.281,0.075,-0.075,0.0,326.715,6.674,-6.674,0,1.028,0.021,-0.021,0,Mass,0.0,,,0.0,,,,,,,,,0,,5939.0,100.0,,0.0,1.3,0.06,,0.0,1.11,0.03,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m24.73s,4.6030424,-15d16m02.66s,-15.2674044,252.759,4.761,-4.591,
LP 714-47 b,LP 714-47,,1,1,1,Transit,1,Published Confirmed,0,4.052037,4e-06,-4e-06,0,0.0417,0.0005,-0.0005,0.0,4.7,0.3,-0.3,0.0,0.419,0.027,-0.027,0.0,30.8,1.5,-1.5,0,0.09691,0.00472,-0.00472,0,Mass,0.04,0.02,-0.02,0.0,,,,,700.0,19.0,-24.0,0.0,0,M0.0 V,3950.0,51.0,-51.0,0.0,0.58,0.02,-0.02,0.0,0.59,0.02,-0.02,0.0,0.41,0.16,-0.16,0.0,[Fe/H],4.64,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m45.65s,64.1902212,-12d05m05.51s,-12.0848643,52.616,0.11525,-0.11525,
Kepler-65 b,Kepler-65,,0,1,4,Transit,1,Published Confirmed,0,2.1549209,8.6e-06,-7.4e-06,0,,,,,1.444,0.037,-0.031,0.0,0.129,0.003,-0.003,0.0,2.4,2.4,-1.6,0,0.0076,0.0077,-0.0051,0,Mass,0.028,0.031,-0.02,0.0,,,,,,,,,0,,,,,,1.44,0.03,-0.03,0.0,1.25,0.02,-0.02,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,
HAT-P-21 b,HAT-P-21,,1,1,1,Transit,1,Published Confirmed,0,4.12448,7e-06,-7e-06,0,,,,,12.442,1.793,-1.793,0.0,1.11,0.16,-0.16,0.0,1547.8321,498.9931,-498.9931,0,4.87,1.57,-1.57,0,Mass,0.23,0.02,-0.02,0.0,,,,,,,,,0,,5588.0,80.0,-80.0,0.0,1.21,0.17,-0.17,0.0,1.24,0.6,-0.6,0.0,0.01,,,0.0,[Fe/H],4.33,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h25m05.98s,171.2749348,+41d01m40.87s,41.0280207,277.278,3.215,-3.144,
OGLE-TR-111 b,OGLE-TR-111,,0,1,1,Transit,1,Published Confirmed,0,4.0161,,,0,0.047,0.001,-0.001,0.0,11.209,1.457,-0.673,0.0,1.0,0.13,-0.06,0.0,168.4499,34.9613,-34.9613,0,0.53,0.11,-0.11,0,Mass,0.0,,,0.0,,,,,,,,,0,,5070.0,400.0,-400.0,0.0,0.85,0.1,-0.03,0.0,0.82,0.15,-0.02,0.0,0.12,0.28,-0.28,0.0,,4.8,1.0,-1.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h53m17.79s,163.324115,-61d24m20.51s,-61.4056976,1068.33,64.795,-64.795,
Kepler-10 b,Kepler-10,,0,1,2,Transit,1,Published Confirmed,0,0.837495,4e-06,-5e-06,0,0.01684,0.00032,-0.00034,0.0,1.416,0.033,-0.036,0.0,0.126,0.003,-0.003,0.0,4.56,1.17,-1.29,0,0.014,0.004,-0.004,0,Mass,0.0,,,0.0,,,,,1833.0,,,0.0,0,,5627.0,44.0,-44.0,0.0,1.06,0.02,-0.02,0.0,0.9,0.06,-0.06,0.0,-0.15,0.04,-0.04,0.0,[Fe/H],4.34,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,
Kepler-305 c,Kepler-305,,1,1,4,Transit,1,Published Confirmed,0,8.291,,,0,,,,,3.3,0.82,-0.33,0.0,0.294,0.073,-0.029,0.0,6.0,2.4,-2.2,0,0.019,0.008,-0.007,0,Mass,,,,,,,,,,,,,1,,,,,,0.8,0.2,-0.08,0.0,0.76,0.13,-0.06,0.0,,,,,,4.51,0.07,-0.26,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m53.82s,299.2242557,+40d20m35.40s,40.343167,868.477,26.64,-25.126,
HAT-P-20 b,HAT-P-20,,0,1,1,Transit,1,Published Confirmed,0,2.8753186,2e-07,-2e-07,0,0.03617,0.00043,-0.00045,0.0,9.718,0.37,-0.37,0.0,0.867,0.033,-0.033,0.0,2310.6241,57.2094,-57.2094,0,7.27,0.18,-0.18,0,Mass,0.0158,0.0023,-0.0018,0.0,,,,,,,,,0,,4595.0,80.0,-80.0,0.0,0.69,0.02,-0.02,0.0,0.76,0.03,-0.03,0.0,0.35,0.08,-0.08,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m39.94s,111.9164295,+24d20m10.03s,24.3361185,71.0374,0.1994,-0.1983,
CoRoT-30 b,CoRoT-30,,1,1,1,Transit,1,Published Confirmed,0,9.06005,0.00024,-0.00024,0,0.0844,0.0012,-0.0012,0.0,11.31,0.852,-0.852,0.0,1.009,0.076,-0.076,0.0,921.707,69.9226,-69.9226,0,2.9,0.22,-0.22,0,Mass,0.007,0.031,-0.031,0.0,,,,,,,,,0,G3 V,5650.0,100.0,-100.0,0.0,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0,0.02,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,48.57,-44.467,
Kepler-310 d,Kepler-310,,0,1,3,Transit,1,Published Confirmed,0,92.874,,,0,,,,,2.1,0.2,-0.1,0.0,0.187,0.018,-0.009,0.0,7.0,3.4,-4.1,0,0.02202,0.0107,-0.0129,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,1.0,0.03,-0.1,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m21.43s,288.839278,+46d59m12.29s,46.9867472,602.268,7.031,-6.873,
TOI-1246 b,TOI-1246,,1,1,4,Transit,1,Published Confirmed,0,4.30744,2e-05,-2e-05,0,0.049,0.002,-0.002,0.0,3.01,0.06,-0.06,0.0,0.269,0.005,-0.005,0.0,8.1,1.1,-1.1,0,0.02549,0.00346,-0.00346,0,Mass,,,,,196.0,,,0.0,955.0,,,0.0,0,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,
K2-295 b,K2-295,,1,1,1,Transit,1,Published Confirmed,0,4.024867,1.5e-05,-1.5e-05,0,0.0451,0.0006,-0.0014,0.0,10.054,0.123,-0.056,0.0,0.897,0.011,-0.005,0.0,106.47305,19.70546,-19.70546,0,0.335,0.062,-0.062,0,Mass,0.0,,,0.0,,,,,852.0,14.0,-6.0,0.0,0,K5 V,4444.0,70.0,-70.0,0.0,0.7,0.02,-0.02,0.0,0.74,0.04,-0.04,0.0,0.14,0.12,-0.12,0.0,[Fe/H],4.63,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h18m26.43s,19.6101417,+06d49m00.22s,6.8167277,232.801,1.835,-1.807,
Kepler-78 b,Kepler-78,,0,2,1,Transit,1,Published Confirmed,0,0.35500744,6e-08,-6e-08,0,,,,,1.16,0.19,-0.14,0.0,0.103,0.017,-0.012,0.0,8.0,,,1,0.025,,,1,Mass,,,,,,,,,,,,,0,G,5089.0,50.0,-50.0,0.0,0.74,0.1,-0.08,0.0,0.81,0.05,-0.05,0.0,-0.14,0.08,-0.08,0.0,[m/H],4.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376,0.33,-0.329,
Kepler-22 b,Kepler-22,,1,1,1,Transit,1,Published Confirmed,0,289.8623,0.0016,-0.002,0,0.849,0.018,-0.017,0.0,2.38,0.13,-0.13,0.0,0.212,0.012,-0.012,0.0,36.0,,,1,0.113,,,1,Mass,0.0,,,0.0,,,,,262.0,,,0.0,0,G5 V,5518.0,44.0,-44.0,0.0,0.98,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,-0.29,0.06,-0.06,0.0,[Fe/H],4.44,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,
Kepler-94 b,Kepler-94,,1,1,2,Transit,1,Published Confirmed,0,2.50806,,,0,,,,,3.51,0.15,-0.15,0.0,0.313,0.013,-0.013,0.0,10.84,1.4,-1.4,0,0.034,0.004,-0.004,0,Mass,,,,,,,,,,,,,0,,4781.0,98.0,-98.0,0.0,0.76,0.03,-0.03,0.0,0.81,0.06,-0.06,0.0,0.34,0.07,-0.07,0.0,[Fe/H],4.59,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,191.904,0.821,-0.814,
TOI-3235 b,TOI-3235,,1,1,1,Transit,1,Published Confirmed,0,2.59261842,4.1e-07,-4.1e-07,0,0.02709,0.00046,-0.00046,0.0,11.4,0.493,-0.493,0.0,1.017,0.044,-0.044,0.0,211.35589,7.94571,-7.94571,0,0.665,0.025,-0.025,0,Mass,0.029,,,1.0,,,,,604.0,19.0,-19.0,0.0,0,M V,3388.8,68.0,-68.0,0.0,0.37,0.02,-0.02,0.0,0.39,0.02,-0.02,0.0,0.264,0.1,-0.1,0.0,[Fe/H],4.9,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h49m53.72s,207.4738488,-46d03m59.45s,-46.0665139,72.811,0.5346,-0.527,
TrES-4 b,TrES-4,,0,2,1,Transit,1,Published Confirmed,0,3.55392771,4.7e-07,-4.7e-07,0,0.05159,0.00059,-0.00061,0.0,20.602,0.908,-1.009,0.0,1.838,0.081,-0.09,0.0,158.27934,10.48839,-10.17056,0,0.498,0.033,-0.032,0,Mass,0.015,,,1.0,,,,,,,,,0,,6295.0,65.0,-65.0,0.0,1.81,0.08,-0.08,0.0,1.45,0.05,-0.05,0.0,0.28,0.09,-0.09,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.98,7.027,-6.843,
TOI-178 e,TOI-178,,1,1,6,Transit,1,Published Confirmed,0,9.961881,4.2e-05,-4.2e-05,0,0.0783,0.0023,-0.0024,0.0,2.207,0.088,-0.09,0.0,0.197,0.008,-0.008,0.0,3.86,1.25,-0.94,0,0.01214,0.00393,-0.00296,0,Mass,,,,,,,,,600.0,12.0,-12.0,0.0,0,K,4316.0,70.0,-70.0,0.0,0.65,0.01,-0.01,0.0,0.65,0.03,-0.03,0.0,-0.23,0.05,-0.05,0.0,[Fe/H],4.45,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,
TrES-2 b,TrES-2,,0,2,1,Transit,1,Published Confirmed,0,2.47061317,9e-08,-9e-08,0,0.0367,0.0014,-0.0013,0.0,13.978,0.56,-0.504,0.0,1.247,0.05,-0.045,0.0,380.44251,21.61244,-21.61244,0,1.197,0.068,-0.068,0,Mass,,,,,,,,,1470.0,10.0,-10.0,0.0,0,,5850.0,50.0,-50.0,0.0,1.0,0.04,-0.03,0.0,0.98,0.06,-0.06,0.0,-0.15,0.1,-0.1,0.0,[Fe/H],4.43,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.32,1.05,-1.039,
Kepler-56 b,Kepler-56,,0,1,3,Transit,1,Published Confirmed,0,10.501,,,0,,,,,6.51,0.23,-0.23,0.0,0.581,0.021,-0.021,0.0,236.2,67.5,-59.6,0,0.743,0.212,-0.188,0,Mass,,,,,,,,,,,,,1,,,,,,4.23,,,0.0,1.32,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,912.994,23.5465,-23.5465,
